timestamp,temperature,sys_load_1,cpu_percent,fan_rpm
2018-05-10 00:50:34.313300,35,0.07,0.018799999999999997,657.0
2018-05-10 00:51:34.317280,40,0.02,0.020099999999999996,666.0
2018-05-10 00:52:34.321311,35,0.01,0.016,680.0
2018-05-10 00:53:34.325253,35,0.0,0.0151,681.0
2018-05-10 00:54:34.329333,36,0.19,0.0149,666.0
2018-05-10 00:55:34.333472,36,0.28,0.016200000000000003,656.0
2018-05-10 00:56:34.337500,34,0.25,0.0176,672.0
2018-05-10 00:57:34.341658,35,0.09,0.0151,669.0
2018-05-10 00:58:34.346008,35,0.15,0.0149,653.0
2018-05-10 00:59:34.350217,36,0.13,0.0114,652.0
2018-05-10 01:00:34.354573,35,0.21,0.0175,650.0
2018-05-10 01:01:34.358674,41,0.11,0.023799999999999998,656.0
2018-05-10 01:02:34.362774,35,0.21,0.0164,661.0
2018-05-10 01:03:34.367002,34,0.14,0.0126,666.0
2018-05-10 01:04:34.371157,35,0.12,0.016200000000000003,663.0
2018-05-10 01:05:34.375396,35,0.09,0.0161,651.0
2018-05-10 01:06:34.379562,35,0.07,0.0199,650.0
2018-05-10 01:07:34.383778,34,0.06,0.0202,672.0
2018-05-10 01:08:34.387941,35,0.66,0.0114,666.0
2018-05-10 01:09:34.392197,34,0.88,0.013900000000000001,663.0
2018-05-10 01:10:34.396344,33,1.2,0.0151,666.0
2018-05-10 01:11:34.400494,44,1.07,0.028900000000000002,666.0
2018-05-10 01:12:34.404700,36,0.76,0.0199,656.0
2018-05-10 01:13:34.408927,35,0.4,0.022400000000000003,668.0
2018-05-10 01:14:34.413129,34,0.14,0.0176,660.0
2018-05-10 01:15:34.417456,35,0.23,0.0176,652.0
2018-05-10 01:16:34.421461,36,0.6900000000000001,0.021099999999999997,661.0
2018-05-10 01:17:34.425625,34,0.36,0.02,651.0
2018-05-10 01:18:34.429692,35,0.31,0.0175,661.0
2018-05-10 01:19:34.433853,35,0.21,0.016200000000000003,662.0
2018-05-10 01:20:34.438005,35,0.17,0.0164,656.0
2018-05-10 01:21:34.442152,45,0.06,0.0361,651.0
2018-05-10 01:22:34.446281,36,0.31,0.015,660.0
2018-05-10 01:23:34.450536,35,0.19,0.0151,674.0
2018-05-10 01:24:34.455031,35,0.1,0.0126,676.0
2018-05-10 01:25:34.459193,35,0.15,0.0114,652.0
2018-05-10 01:26:34.463381,34,0.05,0.018799999999999997,659.0
2018-05-10 01:27:34.467683,34,0.02,0.016200000000000003,658.0
2018-05-10 01:28:34.471948,34,0.11,0.015,653.0
2018-05-10 01:29:34.476266,35,0.1,0.0189,665.0
2018-05-10 01:30:34.480439,34,0.03,0.0126,659.0
2018-05-10 01:31:34.484644,44,0.01,0.038900000000000004,675.0
2018-05-10 01:32:34.488872,43,0.0,0.0286,647.0
2018-05-10 01:33:34.493155,36,0.14,0.016200000000000003,662.0
2018-05-10 01:34:34.497531,35,0.09,0.0127,665.0
2018-05-10 01:35:34.501773,34,0.1,0.0151,658.0
2018-05-10 01:36:34.506033,35,0.1,0.0126,663.0
2018-05-10 01:37:34.510317,34,0.33,0.013900000000000001,655.0
2018-05-10 01:38:34.514579,35,0.19,0.015,654.0
2018-05-10 01:39:34.518852,34,0.12,0.013999999999999999,667.0
2018-05-10 01:40:34.523106,35,0.04,0.0151,655.0
2018-05-10 01:41:34.527344,40,0.05,0.0464,662.0
2018-05-10 01:42:34.531642,35,0.02,0.011200000000000002,671.0
2018-05-10 01:43:34.535894,34,0.0,0.0151,661.0
2018-05-10 01:44:34.540195,35,0.0,0.013900000000000001,663.0
2018-05-10 01:45:34.544402,34,0.05,0.016200000000000003,652.0
2018-05-10 01:46:34.548744,35,0.07,0.0151,661.0
2018-05-10 01:47:34.553046,34,0.02,0.013900000000000001,669.0
2018-05-10 01:48:34.557293,35,0.09,0.02,654.0
2018-05-10 01:49:34.561460,34,0.03,0.0126,663.0
2018-05-10 01:50:34.565885,34,0.16,0.0189,662.0
2018-05-10 01:51:34.569961,42,0.11,0.0489,653.0
2018-05-10 01:52:34.574228,35,0.08,0.018799999999999997,660.0
2018-05-10 01:53:34.578374,34,0.03,0.0151,661.0
2018-05-10 01:54:34.582574,35,0.05,0.0126,655.0
2018-05-10 01:55:34.586836,35,0.12,0.0125,666.0
2018-05-10 01:56:34.591040,34,0.19,0.0114,660.0
2018-05-10 01:57:34.595270,34,0.17,0.0199,666.0
2018-05-10 01:58:34.599578,34,0.2,0.0164,657.0
2018-05-10 01:59:34.603860,34,0.14,0.0138,649.0
2018-05-10 02:00:34.608018,34,0.14,0.0174,647.0
2018-05-10 02:01:34.612237,41,0.05,0.0501,654.0
2018-05-10 02:02:34.616511,35,0.02,0.0197,666.0
2018-05-10 02:03:34.620903,35,0.0,0.0126,671.0
2018-05-10 02:04:34.625093,35,0.05,0.0114,662.0
2018-05-10 02:05:34.629344,37,0.02,0.019799999999999998,665.0
2018-05-10 02:06:34.633481,34,0.0,0.011200000000000002,661.0
2018-05-10 02:07:34.637678,34,0.08,0.0114,663.0
2018-05-10 02:08:34.642016,35,0.07,0.0182,655.0
2018-05-10 02:09:34.646255,34,0.02,0.013900000000000001,648.0
2018-05-10 02:10:34.650481,35,0.12,0.0275,656.0
2018-05-10 02:11:34.654677,41,0.1,0.0567,652.0
2018-05-10 02:12:34.658883,36,0.08,0.0186,669.0
2018-05-10 02:13:34.663231,34,0.03,0.011200000000000002,665.0
2018-05-10 02:14:34.667368,35,0.01,0.022099999999999998,657.0
2018-05-10 02:15:34.671601,33,0.24,0.0125,657.0
2018-05-10 02:16:34.675830,35,0.19,0.0186,666.0
2018-05-10 02:17:34.680002,34,0.66,0.0138,666.0
2018-05-10 02:18:34.684329,34,0.24,0.015,652.0
2018-05-10 02:19:34.688636,36,0.27,0.016200000000000003,658.0
2018-05-10 02:20:34.692859,35,0.16,0.015,660.0
2018-05-10 02:21:34.697052,41,0.11,0.0705,653.0
2018-05-10 02:22:34.701343,34,0.04,0.0161,657.0
2018-05-10 02:23:34.705589,34,0.05,0.0184,656.0
2018-05-10 02:24:34.709811,35,0.02,0.0149,662.0
2018-05-10 02:25:34.714089,34,0.08,0.0175,662.0
2018-05-10 02:26:34.718251,34,0.1,0.0151,653.0
2018-05-10 02:27:34.722624,34,0.04,0.015,665.0
2018-05-10 02:28:34.726876,35,0.11,0.011200000000000002,657.0
2018-05-10 02:29:34.731229,33,0.09,0.015,654.0
2018-05-10 02:30:34.735542,34,0.16,0.0161,650.0
2018-05-10 02:31:34.739793,44,0.14,0.0694,662.0
2018-05-10 02:32:34.744036,34,0.08,0.01,667.0
2018-05-10 02:33:34.748272,34,0.08,0.011200000000000002,665.0
2018-05-10 02:34:34.752491,34,0.07,0.0125,660.0
2018-05-10 02:35:34.756658,35,0.02,0.0173,654.0
2018-05-10 02:36:34.760864,36,0.01,0.0125,672.0
2018-05-10 02:37:34.765215,34,0.07,0.0125,661.0
2018-05-10 02:38:34.769432,35,0.19,0.0125,666.0
2018-05-10 02:39:34.773791,36,0.15,0.0114,664.0
2018-05-10 02:40:34.777850,34,0.1,0.0125,656.0
2018-05-10 02:41:34.782096,42,0.07,0.0779,668.0
2018-05-10 02:42:34.786350,36,0.02,0.0125,655.0
2018-05-10 02:43:34.790458,36,0.11,0.0138,659.0
2018-05-10 02:44:34.794989,36,0.18,0.016200000000000003,661.0
2018-05-10 02:45:34.798874,37,0.1,0.0175,654.0
2018-05-10 02:46:34.802497,37,0.04,0.0151,657.0
2018-05-10 02:47:34.806088,37,0.08,0.022400000000000003,662.0
2018-05-10 02:48:34.809694,42,0.14,0.0212,655.0
2018-05-10 02:49:34.813201,38,0.23,0.0174,664.0
2018-05-10 02:50:34.816724,37,0.13,0.022400000000000003,663.0
2018-05-10 02:51:34.820217,41,0.05,0.0738,666.0
2018-05-10 02:52:34.823806,37,0.12,0.0186,655.0
2018-05-10 02:53:34.827199,37,0.04,0.026000000000000002,661.0
2018-05-10 02:54:34.830724,35,0.09,0.0186,661.0
2018-05-10 02:55:34.834420,36,0.08,0.0149,667.0
2018-05-10 02:56:34.837967,37,0.03,0.0248,662.0
2018-05-10 02:57:34.841582,37,0.05,0.016,661.0
2018-05-10 02:58:34.845020,36,0.24,0.0175,663.0
2018-05-10 02:59:34.848625,35,0.18,0.0189,658.0
2018-05-10 03:00:34.852163,36,0.2,0.016200000000000003,666.0
2018-05-10 03:01:34.855700,45,0.30000000000000004,0.08289999999999999,650.0
2018-05-10 03:02:34.859204,36,0.63,0.0175,672.0
2018-05-10 03:03:34.862800,35,0.9,0.0175,655.0
2018-05-10 03:04:34.866426,37,1.0,0.015,653.0
2018-05-10 03:05:34.870081,36,1.09,0.0149,647.0
2018-05-10 03:06:34.873679,36,0.8,0.0161,662.0
2018-05-10 03:07:34.877478,36,0.49,0.029900000000000003,675.0
2018-05-10 03:08:34.881092,34,0.23,0.0161,663.0
2018-05-10 03:09:34.884833,35,0.63,0.0174,664.0
2018-05-10 03:10:34.888639,37,0.23,0.015,664.0
2018-05-10 03:11:34.892446,42,0.16,0.083,661.0
2018-05-10 03:12:34.896437,35,0.06,0.0161,663.0
2018-05-10 03:13:34.899973,34,0.11,0.018500000000000003,661.0
2018-05-10 03:14:34.903880,35,0.08,0.0174,663.0
2018-05-10 03:15:34.907778,35,0.15,0.0186,644.0
2018-05-10 03:16:34.911862,35,0.13,0.0199,671.0
2018-05-10 03:17:34.915733,34,0.25,0.018500000000000003,661.0
2018-05-10 03:18:34.920030,35,0.09,0.018500000000000003,662.0
2018-05-10 03:19:34.923950,35,0.11,0.0138,670.0
2018-05-10 03:20:34.927593,36,0.19,0.0138,669.0
2018-05-10 03:21:34.931264,45,0.39,0.0888,676.0
2018-05-10 03:22:34.935209,35,0.18,0.0161,659.0
2018-05-10 03:23:34.939192,35,0.06,0.0101,666.0
2018-05-10 03:24:34.943380,34,0.06,0.0173,664.0
2018-05-10 03:25:34.947576,35,0.06,0.015,657.0
2018-05-10 03:26:34.951660,35,0.02,0.021400000000000002,666.0
2018-05-10 03:27:34.955354,34,0.05,0.0173,672.0
2018-05-10 03:28:34.959375,37,0.02,0.0114,656.0
2018-05-10 03:29:34.963399,35,0.0,0.016200000000000003,663.0
2018-05-10 03:30:34.967414,36,0.12,0.016200000000000003,666.0
2018-05-10 03:31:34.971629,36,0.04,0.0875,682.0
2018-05-10 03:32:34.975618,37,0.06,0.0138,662.0
2018-05-10 03:33:34.979840,34,0.02,0.015,664.0
2018-05-10 03:34:34.983983,35,0.01,0.0126,662.0
2018-05-10 03:35:34.987894,35,0.0,0.0125,653.0
2018-05-10 03:36:34.991705,34,0.0,0.0173,655.0
2018-05-10 03:37:34.995907,34,0.05,0.0161,654.0
2018-05-10 03:38:34.999976,35,0.02,0.011200000000000002,658.0
2018-05-10 03:39:35.003959,35,0.0,0.0125,674.0
2018-05-10 03:40:35.008081,35,0.05,0.021,654.0
2018-05-10 03:41:35.012159,36,0.13,0.0882,670.0
2018-05-10 03:42:35.016221,35,0.24,0.016200000000000003,658.0
2018-05-10 03:43:35.020230,35,0.12,0.022400000000000003,666.0
2018-05-10 03:44:35.024383,36,0.04,0.0125,656.0
2018-05-10 03:45:35.028385,36,0.01,0.0288,657.0
2018-05-10 03:46:35.032477,35,0.04,0.0138,656.0
2018-05-10 03:47:35.036570,34,0.08,0.011200000000000002,662.0
2018-05-10 03:48:35.040804,34,0.03,0.0138,660.0
2018-05-10 03:49:35.044743,34,0.01,0.011200000000000002,658.0
2018-05-10 03:50:35.048914,34,0.0,0.0138,652.0
2018-05-10 03:51:35.053230,37,0.1,0.092,677.0
2018-05-10 03:52:35.057462,35,0.18,0.0125,656.0
2018-05-10 03:53:35.061716,35,0.07,0.011200000000000002,655.0
2018-05-10 03:54:35.066061,35,0.02,0.016,660.0
2018-05-10 03:55:35.070118,35,0.04,0.0136,655.0
2018-05-10 03:56:35.074233,36,0.01,0.01,660.0
2018-05-10 03:57:35.078279,34,0.04,0.0161,656.0
2018-05-10 03:58:35.082460,34,0.09,0.01,647.0
2018-05-10 03:59:35.086399,35,0.12,0.0138,664.0
2018-05-10 04:00:35.090675,35,0.04,0.0089,664.0
2018-05-10 04:01:35.094889,37,0.53,0.0908,653.0
2018-05-10 04:02:35.099026,35,0.19,0.0125,661.0
2018-05-10 04:03:35.103178,34,0.29,0.011200000000000002,654.0
2018-05-10 04:04:35.107373,35,0.1,0.0239,660.0
2018-05-10 04:05:35.111645,35,0.08,0.01,660.0
2018-05-10 04:06:35.115363,35,0.03,0.0138,655.0
2018-05-10 04:07:35.119430,34,0.04,0.01,661.0
2018-05-10 04:08:35.123416,36,0.06,0.0174,648.0
2018-05-10 04:09:35.127617,34,0.09,0.0186,649.0
2018-05-10 04:10:35.131780,34,0.03,0.0138,648.0
2018-05-10 04:11:35.135889,36,0.01,0.0928,663.0
2018-05-10 04:12:35.139912,34,0.09,0.0136,663.0
2018-05-10 04:13:35.145017,34,0.14,0.0088,656.0
2018-05-10 04:14:35.149385,34,0.05,0.011200000000000002,655.0
2018-05-10 04:15:35.153597,36,0.02,0.0126,658.0
2018-05-10 04:16:35.157796,34,0.07,0.0149,654.0
2018-05-10 04:17:35.161953,35,0.02,0.011200000000000002,648.0
2018-05-10 04:18:35.166088,35,0.01,0.01,645.0
2018-05-10 04:19:35.170152,36,0.04,0.0088,660.0
2018-05-10 04:20:35.174321,34,0.01,0.0075,654.0
2018-05-10 04:21:35.178539,37,0.04,0.0958,673.0
2018-05-10 04:22:35.182641,34,0.14,0.01,655.0
2018-05-10 04:23:35.186834,36,0.19,0.0212,665.0
2018-05-10 04:24:35.190877,34,0.27,0.0075,650.0
2018-05-10 04:25:35.194963,34,0.26,0.0088,634.0
2018-05-10 04:26:35.199249,36,0.23,0.0088,657.0
2018-05-10 04:27:35.203577,34,0.08,0.0075,664.0
2018-05-10 04:28:35.207692,35,0.12,0.015,632.0
2018-05-10 04:29:35.211681,35,0.2,0.0138,652.0
2018-05-10 04:30:35.215972,35,0.19,0.0101,656.0
2018-05-10 04:31:35.220152,35,0.16,0.0849,652.0
2018-05-10 04:32:35.224368,35,0.1,0.0062,667.0
2018-05-10 04:33:35.228670,35,0.23,0.0075,652.0
2018-05-10 04:34:35.232890,34,0.15,0.0088,642.0
2018-05-10 04:35:35.237131,35,0.1,0.013500000000000002,659.0
2018-05-10 04:36:35.241381,34,0.19,0.0138,654.0
2018-05-10 04:37:35.245617,36,0.11,0.0088,652.0
2018-05-10 04:38:35.249852,35,0.1,0.0124,663.0
2018-05-10 04:39:35.254099,34,0.38,0.01,655.0
2018-05-10 04:40:35.258267,34,0.14,0.0173,645.0
2018-05-10 04:41:35.262444,35,0.2,0.08800000000000001,675.0
2018-05-10 04:42:35.266517,34,0.1,0.021099999999999997,637.0
2018-05-10 04:43:35.270627,35,0.1,0.0138,649.0
2018-05-10 04:44:35.274807,35,0.03,0.011200000000000002,656.0
2018-05-10 04:45:35.278968,34,0.26,0.0161,643.0
2018-05-10 04:46:35.283181,35,0.09,0.011200000000000002,656.0
2018-05-10 04:47:35.287342,35,0.03,0.01,634.0
2018-05-10 04:48:35.291570,35,0.2,0.0075,638.0
2018-05-10 04:49:35.295728,34,0.07,0.0149,644.0
2018-05-10 04:50:35.299823,35,0.02,0.0199,652.0
2018-05-10 04:51:35.303993,34,0.01,0.085,658.0
2018-05-10 04:52:35.308148,34,0.0,0.009899999999999999,644.0
2018-05-10 04:53:35.312419,34,0.52,0.0088,645.0
2018-05-10 04:54:35.316657,35,0.22,0.0124,645.0
2018-05-10 04:55:35.320662,33,0.19,0.0125,645.0
2018-05-10 04:56:35.324892,35,0.6000000000000001,0.016,642.0
2018-05-10 04:57:35.329022,34,1.0,0.011200000000000002,654.0
2018-05-10 04:58:35.333149,34,1.1,0.0075,635.0
2018-05-10 04:59:35.337267,35,1.07,0.0075,655.0
2018-05-10 05:00:35.341355,34,1.09,0.0146,646.0
2018-05-10 05:01:35.345355,35,0.53,0.0818,663.0
2018-05-10 05:02:35.349513,35,0.30000000000000004,0.0075,651.0
2018-05-10 05:03:35.353621,34,0.11,0.0125,658.0
2018-05-10 05:04:35.357924,35,0.09,0.011200000000000002,652.0
2018-05-10 05:05:35.362086,35,0.29,0.0138,649.0
2018-05-10 05:06:35.366303,34,0.23,0.011200000000000002,646.0
2018-05-10 05:07:35.370481,34,0.16,0.0146,640.0
2018-05-10 05:08:35.374512,35,0.09,0.0125,640.0
2018-05-10 05:09:35.378728,36,0.23,0.011200000000000002,639.0
2018-05-10 05:10:35.382881,34,0.22,0.01,644.0
2018-05-10 05:11:35.386945,34,0.08,0.0775,653.0
2018-05-10 05:12:35.391121,35,0.07,0.0062,639.0
2018-05-10 05:13:35.395368,34,0.02,0.0171,657.0
2018-05-10 05:14:35.399566,34,0.09,0.011200000000000002,656.0
2018-05-10 05:15:35.403651,33,0.03,0.0124,642.0
2018-05-10 05:16:35.407875,34,0.01,0.0075,646.0
2018-05-10 05:17:35.412067,34,0.2,0.0174,651.0
2018-05-10 05:18:35.416310,35,0.07,0.011200000000000002,646.0
2018-05-10 05:19:35.420593,35,0.09,0.0111,641.0
2018-05-10 05:20:35.424824,33,0.09,0.02,652.0
2018-05-10 05:21:35.429080,35,0.03,0.0706,682.0
2018-05-10 05:22:35.433273,33,0.26,0.0136,638.0
2018-05-10 05:23:35.437386,33,0.13,0.015,650.0
2018-05-10 05:24:35.441719,34,0.04,0.016,648.0
2018-05-10 05:25:35.446392,34,0.06,0.0062,648.0
2018-05-10 05:26:35.450612,34,0.16,0.009899999999999999,637.0
2018-05-10 05:27:35.454929,34,0.13,0.01,638.0
2018-05-10 05:28:35.458987,33,0.04,0.009899999999999999,640.0
2018-05-10 05:29:35.463134,33,0.08,0.01,645.0
2018-05-10 05:30:35.467330,33,0.03,0.0088,657.0
2018-05-10 05:31:35.471539,33,0.18,0.073,657.0
2018-05-10 05:32:35.475792,33,0.06,0.0138,652.0
2018-05-10 05:33:35.480077,36,0.02,0.011200000000000002,650.0
2018-05-10 05:34:35.484361,33,0.22,0.011200000000000002,650.0
2018-05-10 05:35:35.488564,34,0.21,0.0062,648.0
2018-05-10 05:36:35.492675,33,0.08,0.01,663.0
2018-05-10 05:37:35.496869,34,0.06,0.0111,643.0
2018-05-10 05:38:35.500979,33,0.02,0.0088,656.0
2018-05-10 05:39:35.505289,34,0.06,0.0225,635.0
2018-05-10 05:40:35.509642,33,0.02,0.0086,646.0
2018-05-10 05:41:35.513649,35,0.04,0.0641,665.0
2018-05-10 05:42:35.517805,33,0.01,0.01,654.0
2018-05-10 05:43:35.522061,33,0.0,0.0125,650.0
2018-05-10 05:44:35.526173,33,0.09,0.0174,655.0
2018-05-10 05:45:35.530437,34,0.59,0.0075,644.0
2018-05-10 05:46:35.534855,33,0.25,0.0088,660.0
2018-05-10 05:47:35.539117,34,0.30000000000000004,0.0175,653.0
2018-05-10 05:48:35.543190,36,0.14,0.01,638.0
2018-05-10 05:49:35.547385,35,0.09,0.0086,649.0
2018-05-10 05:50:35.551588,34,0.03,0.0111,638.0
2018-05-10 05:51:35.555626,35,0.01,0.0574,665.0
2018-05-10 05:52:35.559906,35,0.06,0.01,654.0
2018-05-10 05:53:35.564151,35,0.08,0.0088,651.0
2018-05-10 05:54:35.568411,33,0.03,0.011200000000000002,633.0
2018-05-10 05:55:35.572493,33,0.05,0.0174,633.0
2018-05-10 05:56:35.576687,33,0.11,0.01,641.0
2018-05-10 05:57:35.581003,34,0.11,0.0125,648.0
2018-05-10 05:58:35.585173,35,0.07,0.017,641.0
2018-05-10 05:59:35.589401,36,0.06,0.01,651.0
2018-05-10 06:00:35.593601,34,0.14,0.0125,642.0
2018-05-10 06:01:35.597627,36,0.1,0.0478,663.0
2018-05-10 06:02:35.601772,34,0.1,0.0125,644.0
2018-05-10 06:03:35.605901,35,0.14,0.0111,641.0
2018-05-10 06:04:35.610160,34,0.05,0.01,649.0
2018-05-10 06:05:35.614429,35,0.08,0.0062,633.0
2018-05-10 06:06:35.618714,35,0.03,0.0125,637.0
2018-05-10 06:07:35.622961,33,0.2,0.0149,643.0
2018-05-10 06:08:35.627087,34,0.31,0.0125,652.0
2018-05-10 06:09:35.631238,33,0.11,0.0125,650.0
2018-05-10 06:10:35.635486,33,0.09,0.0075,645.0
2018-05-10 06:11:35.639611,34,0.15,0.0462,662.0
2018-05-10 06:12:35.644001,33,0.09,0.0111,647.0
2018-05-10 06:13:35.648322,33,0.13,0.0075,645.0
2018-05-10 06:14:35.652560,33,0.05,0.0138,641.0
2018-05-10 06:15:35.656731,32,0.21,0.0138,647.0
2018-05-10 06:16:35.660986,34,0.12,0.013500000000000002,648.0
2018-05-10 06:17:35.665295,33,0.22,0.0138,649.0
2018-05-10 06:18:35.669404,34,0.15,0.0149,645.0
2018-05-10 06:19:35.673585,33,0.09,0.0088,645.0
2018-05-10 06:20:35.677811,34,0.03,0.0138,647.0
2018-05-10 06:21:35.681900,33,0.13,0.0429,665.0
2018-05-10 06:22:35.686106,34,0.04,0.011200000000000002,652.0
2018-05-10 06:23:35.690353,34,0.07,0.0138,654.0
2018-05-10 06:24:35.694630,33,0.21,0.0123,654.0
2018-05-10 06:25:35.698664,33,0.11,0.0075,649.0
2018-05-10 06:26:35.702866,34,0.09,0.0075,656.0
2018-05-10 06:27:35.707003,34,0.17,0.01,655.0
2018-05-10 06:28:35.711074,33,0.18,0.011200000000000002,641.0
2018-05-10 06:29:35.715241,33,0.37,0.0111,655.0
2018-05-10 06:30:35.719437,34,0.13,0.01,655.0
2018-05-10 06:31:35.723528,32,0.08,0.0425,674.0
2018-05-10 06:32:35.727769,34,0.1,0.0088,656.0
2018-05-10 06:33:35.732006,33,0.03,0.011200000000000002,650.0
2018-05-10 06:34:35.736356,32,0.01,0.0138,639.0
2018-05-10 06:35:35.740495,33,0.06,0.0075,641.0
2018-05-10 06:36:35.744800,33,0.16,0.018799999999999997,649.0
2018-05-10 06:37:35.748993,34,0.29,0.01,655.0
2018-05-10 06:38:35.753084,33,0.44,0.011200000000000002,645.0
2018-05-10 06:39:35.757420,33,0.30000000000000004,0.0075,640.0
2018-05-10 06:40:35.761533,33,0.18,0.011200000000000002,650.0
2018-05-10 06:41:35.765615,34,0.1,0.031200000000000002,668.0
2018-05-10 06:42:35.769861,33,0.03,0.01,632.0
2018-05-10 06:43:35.774048,33,0.05,0.0138,647.0
2018-05-10 06:44:35.778239,33,0.07,0.0138,645.0
2018-05-10 06:45:35.782267,32,0.07,0.0161,648.0
2018-05-10 06:46:35.786528,33,0.1,0.0062,653.0
2018-05-10 06:47:35.790927,33,0.03,0.0088,648.0
2018-05-10 06:48:35.794855,33,0.15,0.013500000000000002,641.0
2018-05-10 06:49:35.798652,33,0.05,0.0088,651.0
2018-05-10 06:50:35.802239,32,0.74,0.011200000000000002,648.0
2018-05-10 06:51:35.805920,33,0.98,0.0275,675.0
2018-05-10 06:52:35.809528,33,1.0,0.01,646.0
2018-05-10 06:53:35.813086,34,1.0,0.013500000000000002,641.0
2018-05-10 06:54:35.816703,34,0.62,0.011200000000000002,640.0
2018-05-10 06:55:35.820179,33,0.39,0.0161,642.0
2018-05-10 06:56:35.823721,34,0.17,0.01,650.0
2018-05-10 06:57:35.827208,33,0.06,0.013500000000000002,652.0
2018-05-10 06:58:35.830863,34,0.02,0.0038,650.0
2018-05-10 06:59:35.834481,35,0.04,0.0124,674.0
2018-05-10 07:00:35.838149,33,0.17,0.0062,656.0
2018-05-10 07:01:35.841747,33,0.12,0.026099999999999998,670.0
2018-05-10 07:02:35.845312,33,0.12,0.0075,646.0
2018-05-10 07:03:35.848955,34,0.2,0.005,651.0
2018-05-10 07:04:35.852740,32,0.11,0.0062,644.0
2018-05-10 07:05:35.856285,33,0.39,0.011200000000000002,635.0
2018-05-10 07:06:35.860007,34,0.28,0.005,651.0
2018-05-10 07:07:35.863662,34,0.1,0.0075,656.0
2018-05-10 07:08:35.867264,33,0.04,0.0038,650.0
2018-05-10 07:09:35.870882,33,0.19,0.016,642.0
2018-05-10 07:10:35.874341,32,0.12,0.0088,637.0
2018-05-10 07:11:35.877972,32,0.28,0.0186,675.0
2018-05-10 07:12:35.881726,33,0.33,0.0025,644.0
2018-05-10 07:13:35.885478,33,0.12,0.0173,645.0
2018-05-10 07:14:35.889061,34,0.04,0.0075,641.0
2018-05-10 07:15:35.892821,33,0.07,0.0148,641.0
2018-05-10 07:16:35.896430,33,0.07,0.01,650.0
